2023-06-15 15:50:04,565 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[T:\th1\apache-activemq-5.18.1\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2023-06-21 19:47:46,539 | INFO  | Listening for connections at: mqtt://DESKTOP-JN17ORU:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2023-06-21 19:47:46,539 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2023-06-21 19:47:46,546 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2023-06-21 19:47:46,670 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2023-06-21 19:47:46,760 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@49f1c351{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2023-06-21 19:47:46,979 | INFO  | Listening for connections at ws://DESKTOP-JN17ORU:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2023-06-21 19:47:46,979 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2023-06-21 19:47:46,979 | INFO  | Apache ActiveMQ 5.18.1 (localhost, ID:DESKTOP-JN17ORU-52498-1687351666301-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2023-06-21 19:47:46,980 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2023-06-21 19:47:48,921 | INFO  | ActiveMQ WebConsole available at http://127.0.0.1:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2023-06-21 19:47:48,921 | INFO  | ActiveMQ Jolokia REST API available at http://127.0.0.1:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
